"repo_name","pr_closed_decred","pr_closed_other","pr_closed_internal","pr_merged_decred","pr_merged_internal","pr_merged_other","pr_commits","pr_additions","pr_deletions","forked","pushes","firstevent","lastevent","duration","durationdays","dcr_pr_merged","dcr_pr_commits","dcr_pr_additions","dcr_pr_deletions"
"levinobre/atomicswap",0,0,0,0,0,0,0,0,0,0,0,"2018-05-04 20:42:42 UTC","2018-05-04 20:42:42 UTC",0,0,NA,NA,NA,NA
"moshababo/atomicswap",0,0,0,0,0,0,0,0,0,0,0,"2018-10-07 09:30:38 UTC","2018-10-07 09:30:38 UTC",0,0,NA,NA,NA,NA
"sighttviewliu/dcrwallet",0,0,0,0,0,0,0,0,0,0,0,"2018-12-05 12:49:18 UTC","2018-12-05 12:49:18 UTC",0,0,NA,NA,NA,NA
"customizations/atomicswap",0,0,0,0,0,0,0,0,0,0,0,"2018-09-26 13:51:17 UTC","2018-09-26 13:51:17 UTC",0,0,NA,NA,NA,NA
"adigunhammedolalekan/dcrandroid",0,0,0,0,0,0,0,0,0,0,0,"2018-12-24 07:34:07 UTC","2018-12-24 07:34:07 UTC",0,0,NA,NA,NA,NA
"zsli/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-02-02 07:00:25 UTC","2018-02-02 07:00:58 UTC",33,0.000763888888888889,NA,NA,NA,NA
"harzo/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-07-11 10:46:54 UTC","2018-07-11 10:46:54 UTC",0,0,0,1,1,1
"iblockin/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-05-09 07:17:54 UTC","2018-09-29 11:15:44 UTC",12369470,286.330324074074,NA,NA,NA,NA
"pcx/dcrwallet",0,0,0,0,0,0,0,0,0,0,0,"2018-06-26 11:43:18 UTC","2018-06-26 11:43:18 UTC",0,0,0,1,52,175
"s-ben/gominer",0,0,0,0,0,0,0,0,0,0,0,"2018-10-29 07:54:01 UTC","2018-10-29 07:54:01 UTC",0,0,0,1,51,7
"EXCCoin/insight",0,0,0,0,0,0,0,0,0,0,0,"2018-06-14 13:57:07 UTC","2018-06-14 14:46:18 UTC",2951,0.0683101851851852,NA,NA,NA,NA
"Lbqds/dcrwallet",0,0,0,0,0,0,0,0,0,0,0,"2018-06-14 09:22:01 UTC","2018-06-14 09:22:01 UTC",0,0,NA,NA,NA,NA
"nwops/dcrdocker",0,0,0,0,0,0,0,0,0,0,0,"2018-08-30 00:58:55 UTC","2018-08-30 00:58:55 UTC",0,0,0,1,4,4
"knightjdr/dcrweb",0,0,0,0,0,0,0,0,0,0,0,"2018-03-29 03:18:01 UTC","2018-03-29 15:22:26 UTC",43465,1.00613425925926,1,2,2,2
"alexbarnsley/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-11-02 20:06:23 UTC","2018-11-02 20:06:23 UTC",0,0,NA,NA,NA,NA
"dajohi/dcrandroid",0,0,0,0,0,0,0,0,0,0,0,"2018-03-26 15:41:27 UTC","2018-03-26 15:41:27 UTC",0,0,1,2,118,176
"Lbqds/dcrstakepool",0,0,0,0,0,0,0,0,0,0,0,"2018-06-27 02:58:06 UTC","2018-06-27 02:58:06 UTC",0,0,NA,NA,NA,NA
"EXCCoin/insight-api",0,0,0,0,0,0,0,0,0,0,0,"2018-06-14 14:19:54 UTC","2018-06-14 14:46:28 UTC",1594,0.0368981481481481,NA,NA,NA,NA
"jrick/testnetfaucet",0,0,0,0,0,0,0,0,0,0,0,"2018-05-28 20:02:25 UTC","2018-05-30 15:57:28 UTC",158103,3.65979166666667,1,2,6,6
"adetilong/decrediton",0,0,0,0,0,0,0,0,0,0,0,"2018-08-10 12:11:35 UTC","2018-08-10 12:11:35 UTC",0,0,NA,NA,NA,NA
"dajohi/decred-seeder",0,0,0,0,0,0,0,0,0,0,0,"2018-03-07 18:20:55 UTC","2018-03-07 18:20:55 UTC",0,0,0,1,2,2
"jcvernaleo/dcrseeder",0,0,0,0,0,0,0,0,0,0,0,"2018-06-15 19:02:09 UTC","2018-06-15 19:02:09 UTC",0,0,0,2,38,16
"markusrichter/base58",0,0,0,0,0,0,0,0,0,0,0,"2018-03-02 00:29:42 UTC","2018-03-02 00:29:42 UTC",0,0,1,2,0,34
"dajohi/decred-php-api",0,0,0,0,0,0,0,0,0,0,0,"2018-03-13 16:02:16 UTC","2018-03-13 16:02:16 UTC",0,0,0,1,2,4
"hayek-developer0/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-06-19 07:43:49 UTC","2018-06-19 07:43:49 UTC",0,0,NA,NA,NA,NA
"yinyunqiao/decrediton",0,0,0,0,0,0,0,0,0,0,0,"2018-06-07 01:08:02 UTC","2018-06-07 01:08:02 UTC",0,0,0,2,1272,2
"sndurkin/testnetfaucet",0,0,0,0,0,0,0,0,0,0,0,"2018-06-25 15:56:45 UTC","2018-06-26 13:17:08 UTC",76823,1.77831018518519,2,4,104,70
"thi4go/snew-classic-ui",0,0,0,0,0,0,0,0,0,0,0,"2018-12-03 17:22:20 UTC","2018-12-03 17:22:20 UTC",0,0,0,1,0,8
"alexlyp/contractor-mgmt",0,0,0,0,0,0,0,0,0,0,0,"2019-01-02 21:31:40 UTC","2019-01-03 16:46:25 UTC",69285,1.60381944444444,2,4,26,22
"pingwindyktator/gominer",0,0,0,0,0,0,0,0,0,0,0,"2018-08-23 12:58:58 UTC","2018-08-23 12:58:58 UTC",0,0,NA,NA,NA,NA
"EXCCoin/bitcore",0,0,0,0,0,0,0,0,0,0,0,"2018-06-14 14:41:45 UTC","2018-06-14 14:48:04 UTC",379,0.00877314814814815,NA,NA,NA,NA
"red010b37/dcrwallet",0,0,0,0,0,0,0,0,0,0,0,"2018-07-16 09:45:02 UTC","2018-07-16 09:45:02 UTC",0,0,1,2,2,2
"Baeond/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-12-10 15:36:32 UTC","2018-12-10 15:36:32 UTC",0,0,NA,NA,NA,NA
"EXCCoin/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-04-18 09:16:18 UTC","2018-04-18 09:16:18 UTC",0,0,NA,NA,NA,NA
"yggchain/dcrd",0,0,0,0,0,0,0,0,0,0,0,"2018-07-31 09:07:33 UTC","2018-07-31 09:07:33 UTC",0,0,NA,NA,NA,NA
"EXCCoin/dcrdata",0,0,0,0,0,0,0,0,0,0,0,"2018-06-14 14:59:14 UTC","2018-06-14 14:59:14 UTC",0,0,NA,NA,NA,NA
"EXCCoin/crypto-js",0,0,0,0,0,0,0,0,0,0,0,"2018-06-14 14:43:12 UTC","2018-06-14 14:43:12 UTC",0,0,NA,NA,NA,NA
"EXCCoin/dcrwallet",0,0,0,0,0,0,0,0,0,0,0,"2018-05-09 12:36:01 UTC","2018-05-09 12:36:01 UTC",0,0,NA,NA,NA,NA
"Divicoin/atomicswap",0,0,0,0,0,0,0,0,0,0,0,"2019-01-03 23:18:00 UTC","2019-01-03 23:18:00 UTC",0,0,NA,NA,NA,NA
"EXCCoin/dcrstakepool",0,0,0,0,0,0,0,0,0,0,0,"2018-06-05 09:16:15 UTC","2018-06-05 09:16:15 UTC",0,0,NA,NA,NA,NA
"EXCCoin/decred-php-api",0,0,0,0,0,0,0,0,0,0,0,"2018-06-06 09:21:36 UTC","2018-06-06 09:21:36 UTC",0,0,NA,NA,NA,NA
"hybridnetwork/dcrwebapi",0,0,0,0,0,0,0,0,0,0,0,"2018-02-28 23:20:27 UTC","2018-02-28 23:20:27 UTC",0,0,NA,NA,NA,NA
"hybridnetwork/decrediton",0,0,0,0,0,0,0,0,0,0,0,"2018-02-14 01:42:24 UTC","2018-02-14 01:42:24 UTC",0,0,NA,NA,NA,NA
"pragmaticcoders/decrediton",0,0,0,0,0,0,0,0,0,0,0,"2018-04-18 09:49:42 UTC","2018-04-18 10:33:50 UTC",2648,0.0612962962962963,NA,NA,NA,NA
"libercoinproject/atomicswap",0,0,0,0,0,0,0,0,0,0,0,"2018-08-13 17:10:41 UTC","2018-08-14 07:27:12 UTC",51391,1.18960648148148,NA,NA,NA,NA
